weather_condition,phase_of_flight,aircraft_damage,number_of_engines,fatal_injuries,serious_injuries,minor_injuries,uninjured,emergency_type,severity_score,risk_level,atc_action,response_time_minutes
Windy,Landing,None,2,0,0,1,240,Medical Emergency,54.5,Medium,Continue Monitoring,13.1
VMC,Landing,None,2,0,0,2,96,Fuel Low,53.0,Medium,Continue Monitoring,14.6
IMC,Approach,None,2,1,0,1,191,Landing Gear Issue,60.5,High,Runway Change,21.8
VMC,Climb,Minor,2,0,1,3,21,Landing Gear Issue,54.5,Medium,Continue Monitoring,15.5
VMC,Approach,None,1,0,0,3,174,Fuel Low,51.0,Medium,Continue Monitoring,13.2
Windy,Approach,None,1,0,0,1,23,Bird Strike,58.0,High,Runway Change,13.7
IMC,Taxi,Substantial,2,0,2,1,20,Runway Incursion,79.5,High,Runway Change,20.8
Storm,Cruise,Destroyed,2,0,2,1,109,Near Collision,100.0,Critical,Priority Landing,26.6
VMC,Approach,Minor,2,0,0,0,105,Medical Emergency,47.0,Medium,Continue Monitoring,12.6
IMC,Approach,None,2,0,1,1,200,Cabin Pressure Failure,73.5,High,Emergency Descent,17.8
Windy,Takeoff,None,4,0,0,1,225,Near Collision,73.5,High,Go Around,17.5
VMC,Takeoff,None,1,0,1,0,236,Bird Strike,50.5,Medium,Continue Monitoring,13.1
VMC,Takeoff,None,2,1,1,0,163,Landing Gear Issue,53.0,Medium,Continue Monitoring,12.2
Windy,Approach,Substantial,2,0,0,0,55,Cabin Pressure Failure,98.0,Critical,Priority Landing,19.6
VMC,Cruise,Minor,2,0,2,1,174,Bird Strike,56.5,High,Holding Pattern,14.4
IMC,Taxi,None,2,0,0,2,132,Landing Gear Issue,43.0,Medium,Continue Monitoring,19.5
Storm,Landing,Destroyed,2,0,0,0,141,Landing Gear Issue,100.0,Critical,Priority Landing,23.3
VMC,Takeoff,None,2,0,0,1,135,Landing Gear Issue,41.5,Medium,Continue Monitoring,14.6
VMC,Takeoff,None,2,0,0,2,223,Near Collision,65.0,High,Go Around,16.9
VMC,Cruise,None,2,0,0,0,107,Fuel Low,38.0,Medium,Continue Monitoring,13.1
VMC,Taxi,None,2,0,0,3,241,Cabin Pressure Failure,49.5,Medium,Emergency Descent,10.6
VMC,Takeoff,Substantial,1,0,0,0,144,Cabin Pressure Failure,89.5,Critical,Priority Landing,22.2
Rain,Climb,None,2,0,0,2,178,Cabin Pressure Failure,68.0,High,Emergency Descent,22.7
VMC,Takeoff,Minor,2,1,0,1,232,Bird Strike,67.5,High,Runway Change,14.3
Rain,Cruise,None,2,0,0,1,207,Fuel Low,52.5,Medium,Continue Monitoring,15.9
VMC,Taxi,Substantial,1,0,0,1,120,Medical Emergency,58.0,High,Runway Change,16.5
VMC,Landing,Minor,2,0,3,1,66,Cabin Pressure Failure,85.5,Critical,Priority Landing,20.1
VMC,Cruise,Minor,2,0,1,2,51,Fuel Low,57.0,High,Holding Pattern,21.3
Rain,Takeoff,None,1,0,0,1,103,Near Collision,78.0,High,Go Around,16.9
IMC,Cruise,Substantial,2,0,1,1,173,Landing Gear Issue,78.5,High,Holding Pattern,26.2
VMC,Approach,Minor,2,1,2,0,203,Medical Emergency,64.0,High,Runway Change,13.0
Windy,Climb,None,2,0,0,1,27,Near Collision,70.5,High,Go Around,23.9
IMC,Landing,Substantial,2,0,1,0,126,Bird Strike,94.0,Critical,Priority Landing,23.5
VMC,Taxi,None,3,0,0,3,236,Bird Strike,35.0,Medium,Continue Monitoring,5.9
Windy,Climb,None,2,0,0,2,209,Engine Failure,65.0,High,Holding Pattern,18.4
VMC,Climb,Minor,4,0,1,0,236,Landing Gear Issue,47.0,Medium,Continue Monitoring,15.2
VMC,Takeoff,None,2,0,2,1,240,Fuel Low,57.5,High,Runway Change,18.2
IMC,Landing,Minor,1,1,0,0,41,Near Collision,99.5,Critical,Priority Landing,25.2
VMC,Cruise,None,2,0,1,0,176,Cabin Pressure Failure,52.0,Medium,Emergency Descent,16.3
VMC,Climb,None,2,0,0,2,146,Bird Strike,42.0,Medium,Continue Monitoring,15.7
Rain,Climb,None,2,0,0,1,129,Bird Strike,53.5,Medium,Continue Monitoring,19.8
VMC,Takeoff,None,2,0,1,0,203,Runway Incursion,44.0,Medium,Continue Monitoring,11.8
Fog,Cruise,Destroyed,2,0,0,0,234,Runway Incursion,92.0,Critical,Priority Landing,29.6
Windy,Landing,Minor,2,0,0,0,126,Cabin Pressure Failure,85.0,Critical,Priority Landing,20.3
Rain,Climb,Minor,4,0,0,1,169,Fuel Low,65.5,High,Holding Pattern,18.2
Rain,Takeoff,None,2,0,1,2,130,Medical Emergency,58.0,High,Runway Change,14.6
Rain,Cruise,Minor,2,0,2,3,166,Runway Incursion,67.5,High,Holding Pattern,19.2
Storm,Landing,None,2,0,1,1,243,Bird Strike,77.5,High,Runway Change,20.1
VMC,Cruise,None,2,0,1,0,206,Engine Failure,49.0,Medium,Continue Monitoring,18.2
VMC,Climb,Minor,2,0,1,1,73,Fuel Low,59.5,High,Holding Pattern,14.9
IMC,Takeoff,Minor,2,0,1,1,219,Bird Strike,75.5,High,Runway Change,23.9
IMC,Landing,Substantial,2,0,0,2,141,Bird Strike,93.0,Critical,Priority Landing,26.6
VMC,Taxi,Substantial,2,1,1,1,154,Medical Emergency,69.5,High,Runway Change,16.3
Rain,Landing,Substantial,2,0,0,0,46,Runway Incursion,85.0,Critical,Priority Landing,17.8
VMC,Approach,None,2,0,1,3,122,Near Collision,67.5,High,Go Around,15.7
Windy,Landing,None,2,2,2,1,89,Fuel Low,90.5,Critical,Priority Landing,21.2
VMC,Cruise,None,1,0,0,0,40,Medical Emergency,29.5,Low,Continue Monitoring,13.8
VMC,Takeoff,Substantial,1,0,2,3,215,Medical Emergency,82.0,Critical,Priority Landing,19.3
VMC,Cruise,Substantial,2,1,1,2,49,Medical Emergency,74.0,High,Holding Pattern,22.3
VMC,Landing,Substantial,4,0,0,0,184,Landing Gear Issue,69.0,High,Runway Change,15.3
VMC,Approach,None,2,0,1,1,191,Landing Gear Issue,42.5,Medium,Continue Monitoring,12.1
VMC,Taxi,Substantial,1,1,0,0,160,Landing Gear Issue,67.5,High,Runway Change,13.0
VMC,Taxi,Minor,3,0,0,1,213,Medical Emergency,37.0,Medium,Continue Monitoring,12.2
VMC,Climb,Substantial,2,0,1,3,46,Runway Incursion,72.5,High,Holding Pattern,20.4
VMC,Takeoff,Minor,4,0,0,0,23,Near Collision,71.0,High,Go Around,15.9
VMC,Climb,None,2,0,0,1,215,Runway Incursion,35.5,Medium,Continue Monitoring,15.7
VMC,Taxi,None,2,0,0,2,62,Bird Strike,35.0,Medium,Continue Monitoring,11.7
VMC,Landing,Destroyed,2,0,1,0,88,Landing Gear Issue,91.0,Critical,Priority Landing,14.7
VMC,Takeoff,None,2,0,0,0,178,Landing Gear Issue,40.0,Medium,Continue Monitoring,11.3
VMC,Takeoff,None,2,0,1,1,143,Runway Incursion,45.5,Medium,Continue Monitoring,9.3
VMC,Approach,None,1,0,0,1,66,Cabin Pressure Failure,58.0,High,Emergency Descent,16.6
Fog,Approach,None,4,0,1,0,73,Medical Emergency,53.0,Medium,Continue Monitoring,22.5
Storm,Taxi,Substantial,2,0,0,2,212,Bird Strike,90.0,Critical,Priority Landing,23.2
Windy,Landing,None,4,0,1,0,139,Engine Failure,71.0,High,Runway Change,16.9
IMC,Climb,None,4,0,1,0,232,Landing Gear Issue,48.0,Medium,Continue Monitoring,19.1
IMC,Takeoff,Substantial,2,0,1,2,149,Bird Strike,95.0,Critical,Priority Landing,25.8
VMC,Approach,Minor,2,0,2,2,172,Fuel Low,68.0,High,Runway Change,17.5
Fog,Approach,None,3,0,1,0,98,Medical Emergency,54.5,Medium,Continue Monitoring,20.4
Fog,Taxi,None,2,0,0,1,26,Near Collision,67.5,High,Go Around,18.2
Fog,Approach,None,1,0,0,0,136,Fuel Low,63.5,High,Runway Change,22.6
Windy,Approach,None,2,0,0,4,187,Bird Strike,61.0,High,Runway Change,13.1
VMC,Climb,None,2,1,1,2,113,Fuel Low,58.0,High,Holding Pattern,18.0
Fog,Takeoff,None,4,0,0,4,217,Fuel Low,68.0,High,Runway Change,22.6
Fog,Taxi,Minor,2,0,0,2,180,Engine Failure,74.0,High,Runway Change,22.7
VMC,Landing,Substantial,2,0,1,2,136,Medical Emergency,77.0,High,Runway Change,16.0
Windy,Takeoff,Substantial,4,0,0,1,145,Cabin Pressure Failure,99.5,Critical,Priority Landing,20.5
VMC,Landing,None,2,0,0,0,72,Medical Emergency,40.0,Medium,Continue Monitoring,10.3
Storm,Cruise,None,2,0,0,0,221,Fuel Low,63.0,High,Holding Pattern,22.2
Fog,Cruise,Destroyed,1,1,1,1,33,Landing Gear Issue,100.0,Critical,Priority Landing,31.3
VMC,Taxi,Substantial,1,0,0,2,31,Fuel Low,69.5,High,Runway Change,13.9
Rain,Taxi,Minor,2,0,0,2,200,Runway Incursion,55.0,High,Runway Change,14.8
VMC,Climb,None,2,0,0,1,26,Cabin Pressure Failure,53.5,Medium,Emergency Descent,17.8
Fog,Climb,None,2,0,0,1,137,Near Collision,74.5,High,Go Around,25.5
Fog,Landing,Minor,2,1,0,3,63,Fuel Low,92.5,Critical,Priority Landing,25.6
Rain,Taxi,Minor,2,0,2,1,176,Landing Gear Issue,61.5,High,Runway Change,18.1
Windy,Takeoff,None,1,0,0,1,47,Medical Emergency,54.0,Medium,Continue Monitoring,14.7
VMC,Taxi,Destroyed,2,0,1,1,80,Cabin Pressure Failure,95.5,Critical,Priority Landing,22.9
VMC,Cruise,Minor,1,0,0,2,140,Bird Strike,51.5,Medium,Continue Monitoring,17.4
VMC,Approach,Minor,3,0,0,0,106,Medical Emergency,45.5,Medium,Continue Monitoring,15.8
VMC,Takeoff,None,4,0,0,2,66,Near Collision,62.0,High,Go Around,11.4
VMC,Landing,Substantial,2,0,1,0,34,Landing Gear Issue,76.0,High,Runway Change,20.2
VMC,Landing,Minor,2,0,3,3,23,Runway Incursion,70.5,High,Runway Change,16.2
VMC,Approach,None,2,0,1,1,64,Bird Strike,47.5,Medium,Continue Monitoring,12.0
VMC,Landing,Minor,2,0,1,1,85,Engine Failure,74.5,High,Runway Change,15.5
Windy,Taxi,Minor,4,0,1,1,47,Landing Gear Issue,54.5,Medium,Continue Monitoring,10.1
VMC,Taxi,Substantial,4,0,0,1,137,Runway Incursion,55.5,High,Runway Change,13.2
Windy,Landing,None,2,0,0,0,223,Bird Strike,60.0,High,Runway Change,13.4
VMC,Taxi,Substantial,2,0,0,1,184,Runway Incursion,58.5,High,Runway Change,15.5
VMC,Landing,Minor,3,0,0,0,90,Runway Incursion,52.5,Medium,Continue Monitoring,10.5
IMC,Landing,None,1,0,0,2,120,Landing Gear Issue,59.5,High,Runway Change,21.6
VMC,Approach,None,2,1,0,1,196,Bird Strike,52.5,Medium,Continue Monitoring,14.0
VMC,Landing,None,2,1,0,1,241,Runway Incursion,52.5,Medium,Continue Monitoring,13.0
IMC,Takeoff,None,2,0,0,1,146,Fuel Low,62.5,High,Runway Change,17.8
VMC,Approach,Minor,2,0,0,3,65,Cabin Pressure Failure,71.5,High,Emergency Descent,15.3
VMC,Cruise,Minor,2,0,0,1,219,Fuel Low,51.5,Medium,Continue Monitoring,14.0
IMC,Taxi,None,2,1,0,1,138,Engine Failure,65.5,High,Runway Change,18.7
VMC,Takeoff,Destroyed,2,0,0,0,26,Near Collision,100.0,Critical,Priority Landing,22.0
Fog,Approach,None,4,0,0,1,78,Engine Failure,67.5,High,Runway Change,19.8
VMC,Climb,Minor,4,0,1,0,142,Medical Emergency,45.0,Medium,Continue Monitoring,12.3
Storm,Taxi,Substantial,2,0,0,2,205,Bird Strike,90.0,Critical,Priority Landing,23.7
Fog,Taxi,Substantial,2,1,0,1,215,Landing Gear Issue,84.5,Critical,Priority Landing,21.4
Storm,Climb,Minor,2,0,1,2,63,Medical Emergency,76.0,High,Holding Pattern,25.0
Fog,Taxi,Minor,2,1,0,2,186,Bird Strike,73.0,High,Runway Change,24.9
VMC,Cruise,None,2,0,0,3,241,Landing Gear Issue,34.5,Medium,Continue Monitoring,14.5
IMC,Taxi,None,2,1,0,1,203,Near Collision,72.5,High,Go Around,20.4
VMC,Landing,None,1,0,0,1,184,Bird Strike,50.0,Medium,Continue Monitoring,9.8
Fog,Takeoff,None,2,1,2,1,203,Fuel Low,83.5,Critical,Priority Landing,20.2
IMC,Climb,None,2,1,0,3,148,Cabin Pressure Failure,78.5,High,Emergency Descent,21.8
VMC,Cruise,None,2,0,0,1,159,Runway Incursion,31.5,Medium,Continue Monitoring,14.1
Windy,Climb,Substantial,4,0,2,1,142,Landing Gear Issue,83.5,Critical,Priority Landing,20.5
VMC,Takeoff,Substantial,2,0,0,2,239,Runway Incursion,73.0,High,Runway Change,17.3
IMC,Taxi,Substantial,4,0,0,0,103,Engine Failure,82.0,Critical,Priority Landing,21.5
Rain,Taxi,Minor,2,0,1,1,198,Medical Emergency,55.5,High,Runway Change,14.2
VMC,Cruise,None,2,0,0,1,24,Engine Failure,46.5,Medium,Continue Monitoring,18.2
IMC,Climb,None,4,0,0,1,116,Fuel Low,53.5,Medium,Continue Monitoring,19.3
Fog,Climb,Minor,4,0,0,0,230,Fuel Low,68.0,High,Holding Pattern,22.6
VMC,Taxi,Minor,4,0,1,0,75,Fuel Low,48.0,Medium,Continue Monitoring,11.0
IMC,Climb,None,3,0,0,3,202,Bird Strike,55.0,High,Holding Pattern,22.6
VMC,Takeoff,Minor,2,0,1,0,135,Medical Emergency,54.0,Medium,Continue Monitoring,11.7
Rain,Cruise,Minor,2,0,1,0,51,Medical Emergency,57.0,High,Holding Pattern,15.0
VMC,Cruise,None,2,0,0,1,44,Landing Gear Issue,31.5,Medium,Continue Monitoring,9.9
Windy,Approach,None,4,0,0,0,48,Medical Emergency,45.0,Medium,Continue Monitoring,9.3
Windy,Cruise,None,2,0,0,1,127,Engine Failure,59.5,High,Holding Pattern,18.7
VMC,Taxi,Minor,2,0,2,2,90,Cabin Pressure Failure,68.0,High,Emergency Descent,21.4
VMC,Approach,Destroyed,4,0,1,1,225,Fuel Low,92.5,Critical,Priority Landing,18.7
IMC,Taxi,Minor,4,0,1,1,195,Bird Strike,59.5,High,Runway Change,20.6
Rain,Cruise,Minor,4,1,0,1,52,Near Collision,84.5,Critical,Priority Landing,22.7
VMC,Approach,Substantial,2,0,1,2,135,Near Collision,96.0,Critical,Priority Landing,19.1
VMC,Cruise,None,2,0,1,0,196,Fuel Low,42.0,Medium,Continue Monitoring,14.0
VMC,Landing,Minor,4,0,0,0,170,Bird Strike,56.0,High,Runway Change,13.6
Storm,Landing,Minor,2,0,1,0,22,Medical Emergency,81.0,Critical,Priority Landing,21.2
IMC,Climb,Minor,2,0,0,2,21,Medical Emergency,60.0,High,Holding Pattern,25.7
Windy,Taxi,None,4,0,0,0,154,Landing Gear Issue,37.0,Medium,Continue Monitoring,6.8
IMC,Taxi,Substantial,2,0,0,2,232,Engine Failure,88.0,Critical,Priority Landing,24.6
Windy,Taxi,Destroyed,2,0,0,2,31,Bird Strike,93.0,Critical,Priority Landing,21.4
VMC,Climb,None,1,0,1,5,58,Runway Incursion,47.0,Medium,Continue Monitoring,14.3
VMC,Landing,None,2,0,0,2,63,Landing Gear Issue,45.0,Medium,Continue Monitoring,12.4
Windy,Takeoff,None,4,0,0,3,93,Near Collision,76.5,High,Go Around,19.5
Windy,Takeoff,Substantial,2,0,0,3,224,Fuel Low,95.5,Critical,Priority Landing,21.5
VMC,Taxi,Minor,2,0,0,0,237,Bird Strike,44.0,Medium,Continue Monitoring,12.8
VMC,Takeoff,None,2,0,0,0,90,Runway Incursion,40.0,Medium,Continue Monitoring,12.6
IMC,Taxi,Substantial,4,0,0,0,188,Cabin Pressure Failure,85.0,Critical,Priority Landing,19.2
VMC,Cruise,None,4,1,1,0,22,Medical Emergency,38.0,Medium,Continue Monitoring,16.8
VMC,Climb,Minor,2,0,1,1,137,Medical Emergency,49.5,Medium,Continue Monitoring,20.5
Windy,Takeoff,None,2,0,0,2,164,Bird Strike,61.0,High,Runway Change,16.9
VMC,Landing,Minor,2,0,0,1,218,Runway Incursion,55.5,High,Runway Change,16.0
Rain,Landing,Minor,2,1,0,2,209,Engine Failure,94.0,Critical,Priority Landing,18.1
VMC,Cruise,None,2,0,0,1,34,Landing Gear Issue,31.5,Medium,Continue Monitoring,12.4
VMC,Landing,None,2,0,1,1,115,Bird Strike,52.5,Medium,Continue Monitoring,11.8
Rain,Climb,Substantial,2,0,0,1,37,Engine Failure,93.5,Critical,Priority Landing,22.7
VMC,Approach,Minor,2,0,0,1,22,Engine Failure,65.5,High,Runway Change,17.7
Rain,Climb,Substantial,2,0,0,0,55,Medical Emergency,75.0,High,Holding Pattern,18.9
VMC,Approach,Minor,2,0,1,1,234,Engine Failure,69.5,High,Runway Change,16.2
Windy,Takeoff,Substantial,1,0,1,3,80,Fuel Low,100.0,Critical,Priority Landing,18.2
Rain,Cruise,None,2,0,0,1,190,Runway Incursion,44.5,Medium,Continue Monitoring,14.7
Windy,Approach,Substantial,2,0,0,3,183,Near Collision,100.0,Critical,Priority Landing,22.2
VMC,Approach,None,1,0,1,2,219,Fuel Low,53.5,Medium,Continue Monitoring,12.2
VMC,Cruise,None,4,1,1,4,142,Engine Failure,61.0,High,Holding Pattern,16.5
VMC,Approach,None,2,1,0,4,244,Bird Strike,57.0,High,Runway Change,18.0
IMC,Approach,None,4,0,0,3,117,Cabin Pressure Failure,69.5,High,Emergency Descent,18.1
VMC,Climb,Substantial,2,1,0,2,201,Medical Emergency,74.0,High,Holding Pattern,18.2
VMC,Climb,Destroyed,2,1,0,1,199,Runway Incursion,89.5,Critical,Priority Landing,21.5
VMC,Approach,Substantial,2,0,0,3,145,Medical Emergency,69.5,High,Runway Change,18.9
VMC,Taxi,None,2,0,1,2,92,Medical Emergency,32.0,Medium,Continue Monitoring,14.0
VMC,Landing,Substantial,3,0,0,0,56,Near Collision,92.5,Critical,Priority Landing,21.3
VMC,Approach,Minor,3,0,0,4,39,Runway Incursion,53.5,Medium,Continue Monitoring,12.2
VMC,Taxi,None,2,0,0,0,134,Runway Incursion,27.0,Low,Continue Monitoring,8.0
Rain,Taxi,Minor,2,0,0,1,111,Bird Strike,58.5,High,Runway Change,16.7
VMC,Approach,Minor,2,0,0,0,68,Medical Emergency,47.0,Medium,Continue Monitoring,10.6
VMC,Takeoff,None,4,0,0,2,196,Landing Gear Issue,40.0,Medium,Continue Monitoring,14.1
IMC,Approach,Minor,3,0,0,1,57,Runway Incursion,62.0,High,Runway Change,22.0
Fog,Approach,Minor,1,0,1,1,129,Runway Incursion,73.0,High,Runway Change,21.3
VMC,Climb,None,4,0,1,1,118,Engine Failure,51.5,Medium,Continue Monitoring,17.6
IMC,Taxi,None,4,0,1,2,244,Medical Emergency,42.0,Medium,Continue Monitoring,17.1
Storm,Taxi,Minor,2,0,1,2,43,Runway Incursion,71.0,High,Runway Change,23.9
IMC,Climb,Minor,1,0,0,0,216,Bird Strike,65.5,High,Holding Pattern,20.7
Windy,Cruise,Destroyed,3,0,0,2,177,Near Collision,100.0,Critical,Priority Landing,27.4
Fog,Climb,Substantial,2,0,0,0,201,Cabin Pressure Failure,99.0,Critical,Priority Landing,28.1
VMC,Climb,Minor,2,0,1,2,198,Near Collision,75.0,High,Go Around,19.0
VMC,Climb,Minor,4,0,0,1,197,Near Collision,66.5,High,Go Around,19.2
Rain,Cruise,Minor,2,0,0,3,120,Engine Failure,74.5,High,Holding Pattern,20.0
Storm,Climb,Minor,4,0,0,2,153,Bird Strike,76.0,High,Holding Pattern,22.7
IMC,Takeoff,None,2,0,1,0,103,Fuel Low,65.0,High,Runway Change,16.5
VMC,Cruise,Minor,2,0,0,1,227,Landing Gear Issue,43.5,Medium,Continue Monitoring,12.9
IMC,Approach,Minor,4,0,1,2,71,Landing Gear Issue,66.0,High,Runway Change,22.8
VMC,Climb,Minor,2,0,0,2,155,Runway Incursion,49.0,Medium,Continue Monitoring,19.7
Fog,Approach,Substantial,2,0,0,0,68,Bird Strike,89.0,Critical,Priority Landing,25.3
IMC,Climb,Minor,2,0,0,4,105,Landing Gear Issue,65.0,High,Holding Pattern,25.1
Rain,Landing,None,1,0,0,0,241,Near Collision,78.5,High,Go Around,17.1
Windy,Approach,None,2,0,0,1,65,Fuel Low,59.5,High,Runway Change,14.6
Rain,Taxi,None,2,0,3,1,223,Near Collision,75.5,High,Go Around,18.2
Rain,Takeoff,None,4,0,0,1,207,Medical Emergency,49.5,Medium,Continue Monitoring,10.7
Fog,Taxi,Minor,4,0,1,2,104,Medical Emergency,58.0,High,Runway Change,16.5
Fog,Cruise,None,2,0,0,3,105,Bird Strike,56.5,High,Holding Pattern,21.4
Windy,Takeoff,None,2,0,0,1,21,Near Collision,76.5,High,Go Around,17.1
VMC,Landing,None,2,0,0,0,201,Fuel Low,50.0,Medium,Continue Monitoring,10.9
IMC,Climb,Substantial,1,0,1,0,173,Landing Gear Issue,82.5,Critical,Priority Landing,26.6
VMC,Climb,Substantial,3,0,0,2,246,Bird Strike,70.5,High,Holding Pattern,19.2
Windy,Taxi,None,2,0,1,0,87,Fuel Low,52.0,Medium,Continue Monitoring,15.4
Rain,Climb,None,4,1,0,0,111,Bird Strike,58.0,High,Holding Pattern,17.4
VMC,Approach,None,2,0,0,1,177,Bird Strike,43.5,Medium,Continue Monitoring,11.2
VMC,Climb,None,2,0,1,6,98,Near Collision,69.0,High,Go Around,19.7
VMC,Takeoff,None,4,0,0,2,93,Landing Gear Issue,40.0,Medium,Continue Monitoring,10.9
Rain,Takeoff,None,2,0,1,0,59,Bird Strike,62.0,High,Runway Change,13.8
VMC,Takeoff,None,4,0,0,3,247,Bird Strike,46.5,Medium,Continue Monitoring,11.6
VMC,Cruise,Destroyed,4,1,0,3,129,Bird Strike,90.5,Critical,Priority Landing,24.8
Windy,Cruise,Minor,2,0,0,1,197,Runway Incursion,56.5,High,Holding Pattern,18.5
Fog,Takeoff,Substantial,2,0,1,1,170,Cabin Pressure Failure,100.0,Critical,Priority Landing,28.6
VMC,Cruise,None,2,0,0,1,157,Fuel Low,39.5,Medium,Continue Monitoring,10.7
VMC,Climb,None,3,0,0,3,91,Near Collision,59.0,High,Go Around,16.8
Storm,Approach,Substantial,4,0,0,2,92,Engine Failure,100.0,Critical,Priority Landing,25.2
Rain,Taxi,None,2,0,1,0,131,Runway Incursion,44.0,Medium,Continue Monitoring,12.3
Rain,Landing,Minor,2,0,0,0,51,Engine Failure,82.0,Critical,Priority Landing,17.9
VMC,Taxi,Destroyed,2,0,1,2,143,Cabin Pressure Failure,97.0,Critical,Priority Landing,20.4
VMC,Climb,Minor,2,0,1,1,40,Engine Failure,66.5,High,Holding Pattern,20.5
VMC,Climb,None,3,0,1,1,83,Bird Strike,43.0,Medium,Continue Monitoring,15.1
Rain,Landing,Minor,4,0,1,1,165,Cabin Pressure Failure,87.5,Critical,Priority Landing,17.4
VMC,Climb,None,2,0,0,3,25,Cabin Pressure Failure,56.5,High,Emergency Descent,19.8
VMC,Taxi,None,2,0,1,3,30,Medical Emergency,33.5,Medium,Continue Monitoring,12.0
Rain,Cruise,None,2,0,1,1,69,Near Collision,70.5,High,Go Around,18.5
Windy,Climb,Substantial,1,0,0,1,193,Runway Incursion,80.0,Critical,Priority Landing,23.1
Fog,Taxi,Minor,2,1,1,1,204,Fuel Low,78.5,High,Runway Change,20.7
IMC,Approach,None,4,0,1,1,20,Landing Gear Issue,52.5,Medium,Continue Monitoring,19.7
IMC,Landing,None,2,0,0,2,83,Bird Strike,63.0,High,Runway Change,18.9
VMC,Cruise,Minor,2,0,1,1,33,Landing Gear Issue,47.5,Medium,Continue Monitoring,13.9
VMC,Takeoff,Substantial,2,1,0,4,23,Landing Gear Issue,85.0,Critical,Priority Landing,18.6
IMC,Landing,None,2,0,0,0,236,Medical Emergency,53.0,Medium,Continue Monitoring,16.0
VMC,Takeoff,None,2,0,0,0,117,Engine Failure,55.0,High,Runway Change,14.3
IMC,Approach,Substantial,4,0,0,1,202,Medical Emergency,76.5,High,Runway Change,22.1
Windy,Cruise,Substantial,1,0,0,0,176,Fuel Low,82.5,Critical,Priority Landing,21.9
Storm,Landing,Substantial,2,1,0,2,123,Cabin Pressure Failure,100.0,Critical,Priority Landing,24.9
VMC,Taxi,None,2,0,0,1,193,Bird Strike,33.5,Medium,Continue Monitoring,3.0
VMC,Cruise,None,2,0,0,0,77,Engine Failure,45.0,Medium,Continue Monitoring,15.3
VMC,Taxi,None,2,1,0,1,115,Landing Gear Issue,37.5,Medium,Continue Monitoring,7.0
VMC,Takeoff,None,2,0,0,2,107,Runway Incursion,43.0,Medium,Continue Monitoring,12.2
VMC,Takeoff,Substantial,2,0,1,3,151,Cabin Pressure Failure,96.5,Critical,Priority Landing,23.6
VMC,Taxi,None,4,0,0,0,68,Runway Incursion,24.0,Low,Continue Monitoring,8.9
Fog,Approach,Minor,2,1,0,0,191,Landing Gear Issue,75.0,High,Runway Change,20.7
IMC,Cruise,Substantial,2,0,0,0,213,Landing Gear Issue,73.0,High,Holding Pattern,23.8
Windy,Takeoff,Destroyed,2,0,0,2,224,Runway Incursion,100.0,Critical,Priority Landing,21.7
VMC,Climb,Minor,4,1,0,0,225,Engine Failure,67.0,High,Holding Pattern,18.0
VMC,Landing,Substantial,1,1,2,2,167,Runway Incursion,93.5,Critical,Priority Landing,19.7
VMC,Landing,None,4,1,0,3,203,Landing Gear Issue,52.5,Medium,Continue Monitoring,11.6
VMC,Taxi,None,2,0,1,1,178,Bird Strike,37.5,Medium,Continue Monitoring,13.1
VMC,Cruise,None,4,1,0,5,239,Engine Failure,58.5,High,Holding Pattern,17.5
Storm,Cruise,Destroyed,2,0,1,0,42,Fuel Low,100.0,Critical,Priority Landing,30.9
VMC,Takeoff,Substantial,1,0,1,1,65,Runway Incursion,77.0,High,Runway Change,17.4
VMC,Takeoff,None,2,0,0,2,116,Runway Incursion,43.0,Medium,Continue Monitoring,11.9
IMC,Cruise,None,2,0,0,0,162,Cabin Pressure Failure,61.0,High,Emergency Descent,21.6
IMC,Approach,None,2,1,0,1,224,Landing Gear Issue,60.5,High,Runway Change,19.8
IMC,Takeoff,None,2,0,0,0,41,Bird Strike,58.0,High,Runway Change,20.1
VMC,Cruise,Substantial,2,0,0,1,56,Landing Gear Issue,61.5,High,Holding Pattern,18.5
Fog,Approach,None,2,1,1,3,217,Runway Incursion,71.5,High,Runway Change,19.5
VMC,Landing,Substantial,2,0,1,3,91,Landing Gear Issue,80.5,Critical,Priority Landing,16.9
VMC,Taxi,Minor,2,0,1,0,23,Fuel Low,51.0,Medium,Continue Monitoring,16.5
Rain,Cruise,None,4,0,0,0,175,Near Collision,62.0,High,Go Around,17.6
Windy,Cruise,None,2,0,0,0,221,Fuel Low,51.0,Medium,Continue Monitoring,15.6
VMC,Taxi,Destroyed,2,0,1,0,227,Medical Emergency,74.0,High,Runway Change,20.3
IMC,Landing,Minor,4,0,0,0,216,Landing Gear Issue,64.0,High,Runway Change,21.7
VMC,Climb,None,2,1,1,1,33,Cabin Pressure Failure,66.5,High,Emergency Descent,20.0
VMC,Landing,None,2,0,0,0,51,Runway Incursion,42.0,Medium,Continue Monitoring,10.8
VMC,Takeoff,Substantial,2,0,0,2,220,Medical Emergency,71.0,High,Runway Change,21.5
